session_id,t_mid_s,label,label_idx
20260315_150630_experimental_jo,145.82,counter_clockwise,10
20260315_150630_experimental_jo,146.56,counter_clockwise,10
20260315_150630_experimental_jo,147.315,counter_clockwise,10
20260315_150630_experimental_jo,147.83,sneak_underhand_left,5
20260315_150630_experimental_jo,148.855,clockwise,9
20260315_150630_experimental_jo,149.535,underhand_right,1
20260315_150630_experimental_jo,150.165,counter_clockwise,10
20260315_150630_experimental_jo,150.765,underhand_left,2
20260315_150630_experimental_jo,151.39,clockwise,9
20260315_150630_experimental_jo,152.035,underhand_right,1
20260315_150630_experimental_jo,152.67,counter_clockwise,10
20260315_150630_experimental_jo,153.325,underhand_left,2
20260315_150630_experimental_jo,153.96,dragon_roll,0
20260315_150630_experimental_jo,154.6,sneak_underhand_right,6
20260315_150630_experimental_jo,155.26,dragon_roll,0
20260315_150630_experimental_jo,155.895,sneak_underhand_left,5
20260315_150630_experimental_jo,156.555,dragon_roll,0
20260315_150630_experimental_jo,157.225,sneak_underhand_right,6
20260315_150630_experimental_jo,157.9,dragon_roll,0
20260315_150630_experimental_jo,158.575,sneak_underhand_left,5
20260315_150630_experimental_jo,159.24,dragon_roll,0
20260315_150630_experimental_jo,159.91,sneak_underhand_right,6
20260315_150630_experimental_jo,160.57,dragon_roll,0
20260315_150630_experimental_jo,161.23,sneak_underhand_left,5
20260315_150630_experimental_jo,161.925,counter_clockwise,10
20260315_150630_experimental_jo,162.64,sneak_underhand_left,5
20260315_150630_experimental_jo,163.405,dragon_roll,0
20260315_150630_experimental_jo,164.24,dragon_roll,0
20260315_150630_experimental_jo,165.065,dragon_roll,0
20260315_150630_experimental_jo,165.85,dragon_roll,0
20260315_150630_experimental_jo,166.62,dragon_roll,0
20260315_150630_experimental_jo,167.38,dragon_roll,0
20260315_150630_experimental_jo,168.005,overhand_right,4
20260315_150630_experimental_jo,168.61,underhand_right,1
20260315_150630_experimental_jo,169.18,overhand_left,3
20260315_150630_experimental_jo,169.68,counter_clockwise,10
20260315_150630_experimental_jo,170.185,overhand_right,4
20260315_150630_experimental_jo,170.665,underhand_right,1
20260315_150630_experimental_jo,171.17,overhand_left,3
20260315_150630_experimental_jo,171.695,counter_clockwise,10
20260315_150630_experimental_jo,172.68,clockwise,9
20260315_150630_experimental_jo,173.22,underhand_right,1
20260315_150630_experimental_jo,173.74,counter_clockwise,10
20260315_150630_experimental_jo,174.23,underhand_left,2
20260315_150630_experimental_jo,174.715,clockwise,9
20260315_150630_experimental_jo,175.245,underhand_right,1
20260315_150630_experimental_jo,175.76,counter_clockwise,10
20260315_150630_experimental_jo,176.245,underhand_left,2
20260315_150630_experimental_jo,176.75,clockwise,9
20260315_150630_experimental_jo,177.27,underhand_right,1
20260315_150630_experimental_jo,177.83,counter_clockwise,10
20260315_150630_experimental_jo,178.375,dragon_roll,0
20260315_150630_experimental_jo,178.935,sneak_underhand_right,6
20260315_150630_experimental_jo,179.51,dragon_roll,0
20260315_150630_experimental_jo,180.1,sneak_underhand_left,5
20260315_150630_experimental_jo,180.72,dragon_roll,0
20260315_150630_experimental_jo,181.32,sneak_underhand_right,6
20260315_150630_experimental_jo,181.91,dragon_roll,0
20260315_150630_experimental_jo,182.525,sneak_underhand_left,5
20260315_150630_experimental_jo,183.11,overhand_right,4
20260315_150630_experimental_jo,183.68,clockwise,9
20260315_150630_experimental_jo,184.23,overhand_left,3
20260315_150630_experimental_jo,184.755,counter_clockwise,10
20260315_150630_experimental_jo,185.82,sneak_overhand_left,7
20260315_150630_experimental_jo,186.43,dragon_roll,0
20260315_150630_experimental_jo,187.06,sneak_overhand_right,8
20260315_150630_experimental_jo,187.73,dragon_roll,0
20260315_150630_experimental_jo,188.33,sneak_overhand_left,7
20260315_150630_experimental_jo,188.92,dragon_roll,0
20260315_150630_experimental_jo,189.535,dragon_roll,0
20260315_150630_experimental_jo,190.155,dragon_roll,0
20260315_150630_experimental_jo,190.755,overhand_right,4
20260315_150630_experimental_jo,191.325,underhand_right,1
20260315_150630_experimental_jo,191.875,overhand_left,3
20260315_150630_experimental_jo,192.455,counter_clockwise,10
20260315_150630_experimental_jo,192.99,overhand_right,4
20260315_150630_experimental_jo,193.55,clockwise,9
20260315_150630_experimental_jo,194.225,underhand_right,1
20260315_150630_experimental_jo,194.825,counter_clockwise,10
20260315_150630_experimental_jo,195.395,underhand_left,2
20260315_150630_experimental_jo,196.03,clockwise,9
20260315_150630_experimental_jo,196.505,idle,11
20260315_150630_experimental_jo,196.945,idle,11
20260315_150630_experimental_jo,197.455,idle,11
20260315_150630_experimental_jo,197.95,idle,11
20260315_150630_experimental_jo,198.465,idle,11
20260315_150630_experimental_jo,198.88,idle,11
20260315_150630_experimental_jo,199.34,idle,11
20260315_150630_experimental_jo,200.055,idle,11
20260315_150630_experimental_jo,200.74,idle,11
20260315_150630_experimental_jo,201.2,idle,11
20260315_150630_experimental_jo,201.715,idle,11
20260315_155448_experimental_jo,3.544,overhand_left,3
20260315_155448_experimental_jo,5.576,overhand_left,3
20260315_155448_experimental_jo,6.904,overhand_left,3
20260315_155448_experimental_jo,7.872,overhand_left,3
20260315_155448_experimental_jo,9.384,overhand_left,3
20260315_155448_experimental_jo,10.84,overhand_left,3
20260315_155448_experimental_jo,11.744,overhand_left,3
20260315_155448_experimental_jo,12.984,overhand_left,3
20260315_155448_experimental_jo,14.2,underhand_right,1
20260315_155448_experimental_jo,15.488,overhand_left,3
20260315_155448_experimental_jo,16.784,underhand_right,1
20260315_155448_experimental_jo,18.08,underhand_right,1
20260315_155448_experimental_jo,19.352,underhand_right,1
20260315_155448_experimental_jo,20.236,underhand_right,1
20260315_155448_experimental_jo,20.884,underhand_right,1
20260315_155448_experimental_jo,21.792,underhand_right,1
20260315_155448_experimental_jo,22.588,underhand_right,1
20260315_155448_experimental_jo,23.188,underhand_right,1
20260315_155448_experimental_jo,24.144,underhand_right,1
20260315_155448_experimental_jo,25.056,underhand_right,1
20260315_155448_experimental_jo,25.736,underhand_right,1
20260315_155448_experimental_jo,26.408,underhand_right,1
20260315_155448_experimental_jo,27.032,underhand_right,1
20260315_155448_experimental_jo,27.688,underhand_right,1
20260315_155448_experimental_jo,28.336,underhand_right,1
20260315_155448_experimental_jo,29.0,underhand_right,1
20260315_155448_experimental_jo,29.632,underhand_right,1
20260315_155448_experimental_jo,30.264,underhand_right,1
20260315_155448_experimental_jo,31.224,underhand_right,1
20260315_155448_experimental_jo,32.424,underhand_right,1
20260315_155448_experimental_jo,33.424,underhand_right,1
20260315_155448_experimental_jo,34.08,dragon_roll,0
20260315_155448_experimental_jo,35.096,overhand_left,3
20260315_155448_experimental_jo,36.224,overhand_left,3
20260315_155448_experimental_jo,36.976,underhand_right,1
20260315_155448_experimental_jo,38.048,dragon_roll,0
20260315_155448_experimental_jo,39.176003,dragon_roll,0
20260315_155448_experimental_jo,39.896,underhand_right,1
20260315_155448_experimental_jo,40.608,dragon_roll,0
20260315_155448_experimental_jo,41.56,dragon_roll,0
20260315_155448_experimental_jo,42.642002,overhand_left,3
20260315_155448_experimental_jo,43.562,overhand_left,3
20260315_155448_experimental_jo,44.544,overhand_left,3
20260315_155448_experimental_jo,45.462,overhand_left,3
20260315_155448_experimental_jo,46.126,overhand_left,3
20260315_155448_experimental_jo,46.872,overhand_left,3
20260315_155448_experimental_jo,47.504,overhand_left,3
20260315_155448_experimental_jo,48.028,overhand_left,3
20260315_155448_experimental_jo,48.612,overhand_left,3
20260315_155448_experimental_jo,49.64,overhand_left,3
20260315_155448_experimental_jo,50.712,overhand_left,3
20260315_155448_experimental_jo,51.384,overhand_left,3
20260315_155448_experimental_jo,52.336,overhand_left,3
20260315_155448_experimental_jo,53.368,overhand_left,3
20260315_155448_experimental_jo,54.024,overhand_left,3
20260315_155448_experimental_jo,55.248,overhand_left,3
20260315_155448_experimental_jo,56.496,overhand_left,3
20260315_155448_experimental_jo,57.36,overhand_left,3
20260315_155448_experimental_jo,58.848,overhand_left,3
20260315_155448_experimental_jo,60.038,overhand_left,3
20260315_155448_experimental_jo,60.621998,overhand_left,3
20260315_155448_experimental_jo,61.52,underhand_right,1
20260315_155448_experimental_jo,62.632,underhand_right,1
20260315_155448_experimental_jo,63.72,overhand_left,3
20260315_155448_experimental_jo,64.536,overhand_left,3
20260315_155448_experimental_jo,65.176,overhand_left,3
20260315_155448_experimental_jo,65.704,overhand_left,3
20260315_155448_experimental_jo,66.84,underhand_right,1
20260315_155448_experimental_jo,68.736,underhand_right,1
20260315_155448_experimental_jo,69.936,overhand_left,3
20260315_155448_experimental_jo,70.776,overhand_left,3
20260315_155448_experimental_jo,71.896,overhand_left,3
20260315_155448_experimental_jo,72.944,overhand_left,3
20260315_155448_experimental_jo,74.12,overhand_left,3
20260315_155448_experimental_jo,75.184,underhand_right,1
20260315_155448_experimental_jo,75.826,underhand_right,1
20260315_155448_experimental_jo,76.626,underhand_right,1
20260315_155448_experimental_jo,77.664,underhand_right,1
20260315_155448_experimental_jo,78.76,underhand_right,1
20260315_155448_experimental_jo,79.848,underhand_right,1
20260315_155448_experimental_jo,81.232,underhand_right,1
20260315_155448_experimental_jo,82.648,overhand_left,3
20260315_155448_experimental_jo,83.784,overhand_left,3
20260315_155448_experimental_jo,84.732,overhand_left,3
20260315_155448_experimental_jo,85.388,overhand_left,3
20260315_155448_experimental_jo,86.288,overhand_left,3
20260315_155448_experimental_jo,87.432,overhand_left,3
20260315_155448_experimental_jo,88.896,overhand_left,3
20260315_155448_experimental_jo,90.432,overhand_left,3
20260315_155448_experimental_jo,91.328,overhand_left,3
20260315_155448_experimental_jo,92.552,overhand_left,3
20260315_155448_experimental_jo,94.052,overhand_left,3
20260315_155448_experimental_jo,94.923996,underhand_right,1
20260315_155448_experimental_jo,95.808,underhand_right,1
20260315_155448_experimental_jo,96.928,underhand_right,1
20260315_155448_experimental_jo,98.056,underhand_right,1
20260315_155448_experimental_jo,99.136,underhand_right,1
20260315_155448_experimental_jo,100.184,underhand_right,1
20260315_155448_experimental_jo,101.32,overhand_left,3
20260315_155448_experimental_jo,102.48,overhand_left,3
20260315_155448_experimental_jo,103.6,overhand_left,3
20260315_155448_experimental_jo,105.064,overhand_left,3
20260315_155448_experimental_jo,106.872,overhand_left,3
20260315_155448_experimental_jo,108.048,overhand_left,3
20260315_155448_experimental_jo,108.5,overhand_left,3
20260315_155448_experimental_jo,109.044,overhand_left,3
20260315_155448_experimental_jo,110.28,overhand_left,3
20260315_155448_experimental_jo,112.008,overhand_left,3
20260315_155448_experimental_jo,113.172005,overhand_left,3
20260315_155448_experimental_jo,114.1,overhand_left,3
20260315_155448_experimental_jo,115.07,overhand_left,3
20260315_155448_experimental_jo,115.66,underhand_right,1
20260315_155448_experimental_jo,116.198,underhand_right,1
20260315_155448_experimental_jo,117.056,underhand_right,1
20260315_155448_experimental_jo,118.16,underhand_right,1
20260315_155448_experimental_jo,119.752,underhand_right,1
20260315_155448_experimental_jo,121.312,underhand_right,1
20260315_155448_experimental_jo,122.176,underhand_right,1
20260315_155448_experimental_jo,122.848,underhand_right,1
20260315_155448_experimental_jo,123.456,underhand_right,1
20260315_155448_experimental_jo,124.088,underhand_right,1
20260315_155448_experimental_jo,125.056,overhand_left,3
20260315_155448_experimental_jo,126.256,overhand_left,3
20260315_155448_experimental_jo,127.472,overhand_left,3
20260315_155448_experimental_jo,128.712,overhand_left,3
20260315_155448_experimental_jo,129.888,overhand_left,3
20260315_155448_experimental_jo,130.782,overhand_left,3
20260315_155448_experimental_jo,131.64,overhand_left,3
20260315_155448_experimental_jo,132.466,overhand_left,3
20260315_155448_experimental_jo,133.128,overhand_left,3
20260315_155448_experimental_jo,133.848,underhand_right,1
20260315_155448_experimental_jo,134.488,overhand_left,3
20260315_155448_experimental_jo,135.32,overhand_left,3
20260315_155448_experimental_jo,136.184,overhand_left,3
20260315_155448_experimental_jo,136.744,overhand_left,3
20260315_155448_experimental_jo,137.824,overhand_left,3
20260315_155448_experimental_jo,139.568,overhand_left,3
20260315_155448_experimental_jo,140.982,overhand_left,3
20260315_155448_experimental_jo,141.91,overhand_left,3
20260315_155448_experimental_jo,142.992,overhand_left,3
20260315_155448_experimental_jo,143.912,overhand_left,3
20260315_155448_experimental_jo,144.77,overhand_left,3
20260315_155448_experimental_jo,145.666,overhand_left,3
20260315_155448_experimental_jo,146.286,overhand_left,3
20260315_155448_experimental_jo,147.18199,underhand_right,1
20260315_155448_experimental_jo,148.288,underhand_right,1
20260315_155448_experimental_jo,149.384,underhand_right,1
20260315_155448_experimental_jo,150.456,underhand_right,1
20260315_155448_experimental_jo,151.42801,underhand_right,1
20260315_155448_experimental_jo,152.852,overhand_left,3
20260315_155448_experimental_jo,154.096,underhand_right,1
20260315_155448_experimental_jo,154.84,overhand_left,3
20260315_155448_experimental_jo,155.896,underhand_right,1
20260315_155448_experimental_jo,157.144,overhand_left,3
20260315_155448_experimental_jo,158.088,overhand_left,3
20260315_155448_experimental_jo,158.944,overhand_left,3
20260315_155448_experimental_jo,159.8,underhand_right,1
20260315_155448_experimental_jo,160.664,overhand_left,3
20260315_155448_experimental_jo,161.784,overhand_left,3
20260315_155448_experimental_jo,162.624,overhand_left,3
20260315_155448_experimental_jo,163.512,overhand_left,3
20260315_155448_experimental_jo,164.648,underhand_right,1
20260315_155448_experimental_jo,165.776,underhand_right,1
20260315_155448_experimental_jo,166.928,underhand_right,1
20260315_155448_experimental_jo,168.104,underhand_right,1
20260315_155448_experimental_jo,169.296,underhand_right,1
20260315_155448_experimental_jo,170.26399,underhand_right,1
20260315_155448_experimental_jo,170.928,dragon_roll,0
20260315_155448_experimental_jo,171.856,dragon_roll,0
20260315_155448_experimental_jo,172.758,overhand_left,3
20260315_155448_experimental_jo,173.422,dragon_roll,0
20260315_155448_experimental_jo,174.408,underhand_right,1
20260315_155448_experimental_jo,175.344,dragon_roll,0
20260315_155448_experimental_jo,176.032,overhand_left,3
20260315_155448_experimental_jo,176.608,overhand_left,3
20260315_155448_experimental_jo,178.0,overhand_left,3
20260315_182722_experimental_jo,0.664,overhand_left,3
20260315_182722_experimental_jo,1.808,overhand_left,3
20260315_182722_experimental_jo,3.056,overhand_left,3
20260315_182722_experimental_jo,5.224,overhand_left,3
20260315_182722_experimental_jo,7.328,overhand_left,3
20260315_182722_experimental_jo,8.688,overhand_left,3
20260315_182722_experimental_jo,10.032,overhand_left,3
20260315_182722_experimental_jo,11.368,overhand_left,3
20260315_182722_experimental_jo,12.624,overhand_left,3
20260315_182722_experimental_jo,13.88,overhand_left,3
20260315_182722_experimental_jo,15.168,overhand_left,3
20260315_182722_experimental_jo,16.464,dragon_roll,0
20260315_182722_experimental_jo,18.152,underhand_right,1
20260315_182722_experimental_jo,19.824,underhand_right,1
20260315_182722_experimental_jo,21.056,underhand_right,1
20260315_182722_experimental_jo,22.296,underhand_right,1
20260315_182722_experimental_jo,23.552,underhand_right,1
20260315_182722_experimental_jo,24.824,underhand_right,1
20260315_182722_experimental_jo,25.912,underhand_right,1
20260315_182722_experimental_jo,26.56,dragon_roll,0
20260315_182722_experimental_jo,27.36,dragon_roll,0
20260315_182722_experimental_jo,28.176,overhand_left,3
20260315_182722_experimental_jo,29.28,dragon_roll,0
20260315_182722_experimental_jo,31.008,dragon_roll,0
20260315_182722_experimental_jo,32.288,dragon_roll,0
20260315_182722_experimental_jo,33.192,overhand_left,3
20260315_182722_experimental_jo,34.032,dragon_roll,0
20260315_182722_experimental_jo,35.12,overhand_left,3
20260315_182722_experimental_jo,36.504,overhand_left,3
20260315_182722_experimental_jo,37.8,overhand_left,3
20260315_182722_experimental_jo,39.12,overhand_left,3
20260315_182722_experimental_jo,40.536,overhand_left,3
20260315_182722_experimental_jo,41.6,overhand_left,3
20260315_182722_experimental_jo,42.568,overhand_left,3
20260315_182722_experimental_jo,43.848,overhand_left,3
20260315_182722_experimental_jo,45.472,overhand_left,3
20260315_182722_experimental_jo,47.52,overhand_left,3
20260315_182722_experimental_jo,48.92,overhand_left,3
20260315_182722_experimental_jo,49.576,overhand_left,3
